filepath,label
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0802.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0442.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0057.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0669.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0906.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0511.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0853.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0920.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0979.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0086.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0394.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0851.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0805.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0339.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0630.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0876.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0914.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0027.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0026.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0779.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0181.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0585.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0014.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0080.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0231.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0354.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0267.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0405.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0296.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0784.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0005.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0946.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0689.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0859.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0942.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0680.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0641.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0951.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0793.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0039.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0782.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0922.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0418.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0165.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0983.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0672.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0710.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0592.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0203.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0474.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0364.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0584.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0976.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0500.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0350.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0213.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0036.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0868.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0417.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0932.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0815.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0634.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0410.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0244.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0916.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0845.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0366.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0236.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0604.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0042.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0569.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0252.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0118.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0522.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0740.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0154.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0833.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0586.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0827.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0915.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0398.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0468.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0978.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0589.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0872.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0141.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0344.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0561.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0973.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0894.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0390.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0385.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0571.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0968.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0191.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0875.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0235.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0983.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0201.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0284.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0610.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0637.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0142.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0727.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0886.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0748.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0230.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0015.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0955.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0138.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0217.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0210.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0514.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0864.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0552.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0666.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0083.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0451.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0455.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0419.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0298.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0699.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0586.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0306.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0423.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0577.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0133.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0421.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0162.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0401.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0939.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0186.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0707.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0789.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0536.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0592.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0283.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0087.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0164.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0876.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0729.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0440.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0684.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0341.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0223.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0503.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0154.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0340.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0930.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0890.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0066.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0858.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0836.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0819.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0347.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0119.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0334.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0066.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0218.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0493.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0163.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0804.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0418.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0257.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0356.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0743.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0096.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0392.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0536.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0756.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0798.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0633.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0046.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0420.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0148.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0082.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0204.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0478.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0236.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0636.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0629.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0459.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0968.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0965.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0044.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0253.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0427.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0725.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0893.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0068.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0235.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0799.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0512.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0165.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0702.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0961.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0588.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0751.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0237.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0443.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0323.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0395.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0846.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0408.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0722.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0928.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0754.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0600.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0478.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0982.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0341.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0077.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0639.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0020.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0358.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0910.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0703.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0085.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0190.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0613.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0911.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0378.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0238.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0278.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0199.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0669.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0174.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0932.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0032.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0750.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0897.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0697.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0585.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0592.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0809.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0175.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0957.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0066.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0968.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0017.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0341.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0731.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0878.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0278.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0970.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0213.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0663.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0650.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0469.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0695.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0444.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0664.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0680.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0751.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0148.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0171.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0131.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0287.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0562.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0352.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0618.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0904.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0337.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0277.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0817.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0391.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0417.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0258.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0961.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0702.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0032.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0302.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0233.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0697.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0298.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0451.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0090.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0275.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0378.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0581.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0045.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0970.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0550.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0564.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0487.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0728.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0605.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0690.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0166.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0405.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0304.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0814.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0455.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0709.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0075.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0320.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0019.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0529.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0593.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0623.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0447.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0276.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0963.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0172.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0040.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0093.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0546.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0853.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0519.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0701.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0476.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0887.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0761.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0956.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0559.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0837.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0094.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0573.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0403.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0331.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0861.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0344.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0520.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0780.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0826.npy,6
